region,prov,municity,percent_cnt,percent_amt,target_cnt_4p,target_cnt_n4p,total_cnt_target,actual_cnt_4p,actual_cnt_n4p,total_cnt_actual,target_amt_4p,target_amt_n4p,total_amt_target,actual_amt_4p,actual_amt_n4p,total_amt_actual,actual_amt_lgu_n4p
IX,ZAMBOANGA SIBUGAY,KABASALAN,0.9955465587,0.9813572949,3950,3460,7410,3917,3460,7377,14417500,17300000,31717500,13826200,17300000,31126200,17300000
CAR,BENGUET,KABAYAN,1.00399361,1,823,1681,2504,823,1691,2514,3415450,9245500,12660950,3415450,9245500,12660950,9245500
CAR,APAYAO,KABUGAO,0.8266498263,0.8095577476,1158,2009,3167,1158,1460,2618,4805700,11049500,15855200,4805700,8030000,12835700,8030000
BARMM,MAGUINDANAO,KABUNTALAN (TUMBAO),0.9891801914,0.9894718742,2223,180,2403,2197,180,2377,8113950,900000,9013950,8019050,900000,8919050,900000
X,BUKIDNON,KADINGILAN,0.9949222957,0.9956326471,2858,3641,6499,2825,3641,6466,13289700,21846000,35135700,13136250,21846000,34982250,21846000
XII,SULTAN KUDARAT,KALAMANSIG,0.9953325554,0.9961047258,4002,6282,10284,3957,6279,10236,14607300,31410000,46017300,14443050,31395000,45838050,31410000
IX,ZAMBOANGA DEL NORTE,KALAWIT,0.9939290457,0.9727586067,3146,2125,5271,3114,2125,5239,11482900,10625000,22107900,10880650,10625000,21505650,10625000
IV-A,LAGUNA,KALAYAAN,1,1,705,3048,3753,705,3048,3753,3630750,19812000,23442750,3630750,19812000,23442750,19812000
IV-B,PALAWAN,KALAYAAN,0.90625,0.90625,0,32,32,0,29,29,0,160000,160000,0,145000,145000,160000
VI,AKLAN,KALIBO (Capital),0.994165963,0.9937608222,2274,10753,13027,2273,10678,12951,10588050,64518000,75106050,10569450,64068000,74637450,64518000
X,BUKIDNON,KALILANGAN,0.9878674171,0.9899419665,2315,5680,7995,2218,5680,7898,10764750,34080000,44844750,10313700,34080000,44393700,34080000
BARMM,SULU,KALINGALAN CALUANG,0.9215500945,0.9338132483,2640,2650,5290,2225,2650,4875,9636000,13250000,22886000,8121250,13250000,21371250,13250000
VIII,LEYTE,KANANGA,0.9995029409,0.9996098871,3124,8947,12071,3118,8947,12065,11402600,44735000,56137600,11380700,44735000,56115700,44735000
BARMM,LANAO DEL SUR,KAPAI,0.883836296,0.9018835977,1216,1203,2419,935,1203,2138,4438400,6015000,10453400,3412750,6015000,9427750,6015000
XI,DAVAO DEL NORTE,KAPALONG,0.9993054484,0.9993948399,6365,6593,12958,6356,6593,12949,29597250,39558000,69155250,29555400,39558000,69113400,39558000
CAR,BENGUET,KAPANGAN,1,1,928,2156,3084,928,2156,3084,3851200,11858000,15709200,3851200,11858000,15709200,11858000
X,LANAO DEL NORTE,KAPATAGAN,0.9984945094,0.9987256033,4239,7053,11292,4222,7053,11275,19711350,42318000,62029350,19632300,42318000,61950300,42318000
BARMM,LANAO DEL SUR,KAPATAGAN,0.9673076923,0.9673076923,3640,0,3640,3521,0,3521,13286000,0,13286000,12851650,0,12851650,0
II,NUEVA VIZCAYA,KASIBU,0.9949953905,0.9910650334,2598,4995,7593,2598,4957,7555,10781700,27472500,38254200,10648900,27263500,37912400,27472500
IX,ZAMBOANGA DEL NORTE,KATIPUNAN,0.9957324335,0.9740258993,5154,4922,10076,5111,4922,10033,18812100,24610000,43422100,17684250,24610000,42294250,24610000
X,LANAO DEL NORTE,KAUSWAGAN,0.9980936242,0.9983940505,1679,3042,4721,1670,3042,4712,7807350,18252000,26059350,7765500,18252000,26017500,18252000
VIII,BILIRAN,KAWAYAN,0.962297627,0.9601253815,985,3524,4509,982,3357,4339,3595250,17620000,21215250,3584300,16785000,20369300,17620000
IV-A,CAVITE,KAWIT,1,1,2234,10182,12416,2234,10182,12416,11505100,66183000,77688100,11505100,66183000,77688100,66183000
II,NUEVA VIZCAYA,KAYAPA,0.7819616281,0.7534505009,2029,3548,5577,2029,2332,4361,8420350,19514000,27934350,8221150,12826000,21047150,19514000
XII,SARANGANI,KIAMBA,0.9901671583,0.9920749123,3906,7281,11187,3796,7281,11077,14256900,36405000,50661900,13855400,36405000,50260400,36405000
CAR,IFUGAO,KIANGAN,0.9098061253,0.9049209021,745,2814,3559,745,2493,3238,3091750,15477000,18568750,3091750,13711500,16803250,13711500
X,BUKIDNON,KIBAWE,0.9972444561,0.9976738785,2775,4846,7621,2754,4846,7600,12903750,29076000,41979750,12806100,29076000,41882100,29076000
XI,DAVAO DEL SUR,KIBLAWAN,0.9938545235,0.9948367473,3422,6504,9926,3361,6504,9865,15912300,39024000,54936300,15628650,39024000,54652650,39024000
CAR,BENGUET,KIBUNGAN,1,1,1366,1413,2779,1366,1413,2779,5668900,7771500,13440400,5668900,7771500,13440400,7771500
X,MISAMIS ORIENTAL,KINOGUITAN,0.9989403038,0.9991058982,1025,1806,2831,1022,1806,2828,4766250,10836000,15602250,4752300,10836000,15588300,10836000
X,BUKIDNON,KITAOTAO,0.9967683296,0.997123854,5686,4216,9902,5654,4216,9870,26439900,25296000,51735900,26291100,25296000,51587100,25296000
CARAGA,AGUSAN DEL NORTE,KITCHARAO,0.9950738916,0.9957156845,1543,2111,3654,1525,2111,3636,5631950,10555000,16186950,5562600,10555000,16117600,10555000
X,LANAO DEL NORTE,KOLAMBUGAN,0.9987636513,0.9989416845,2041,2812,4853,2035,2812,4847,9490650,16872000,26362650,9462750,16872000,26334750,16872000
IX,ZAMBOANGA DEL SUR,KUMALARANG,0.9840770228,0.9594274942,3344,2057,5401,3258,2057,5315,12205600,10285000,22490600,11293100,10285000,21578100,10285000
VI,NEGROS OCCIDENTAL,LA CASTELLANA,0.9978688299,0.9996659327,2699,11847,14546,2668,11847,14515,12434100,71082000,83516100,12406200,71082000,83488200,71082000
IX,ZAMBOANGA DEL NORTE,LA LIBERTAD,0.9918743229,0.9835249626,765,1081,1846,750,1081,1831,2792250,5405000,8197250,2657200,5405000,8062200,5405000
VII,NEGROS ORIENTAL,LA LIBERTAD,0.9730473047,0.9733455122,2812,6278,9090,2725,6120,8845,13075800,37668000,50743800,12671250,36720000,49391250,37668000
III,TARLAC,LA PAZ,0.9951300113,0.9949758458,2296,9203,11499,2293,9150,11443,11824400,59819500,71643900,11808950,59475000,71283950,59475000
VIII,LEYTE,LA PAZ,0.8955503513,0.8853197184,1437,2833,4270,1434,2390,3824,5245050,14165000,19410050,5234100,11950000,17184100,14165000
CARAGA,AGUSAN DEL SUR,LA PAZ,0.9811699336,0.9746741666,3499,2980,6479,3377,2980,6357,12771350,14900000,27671350,12070550,14900000,26970550,14900000
CAR,ABRA,LA PAZ,1,1,727,2662,3389,727,2662,3389,3017050,14641000,17658050,3017050,14641000,17658050,14641000
CAR,BENGUET,LA TRINIDAD (Capital),1,1,852,19712,20564,852,19712,20564,3535800,108416000,111951800,3535800,108416000,111951800,108416000
XI,DAVAO DE ORO (COMPOSTELA VALLEY),LAAK (SAN VICENTE),0.9985666868,0.9986769426,9451,3805,13256,9432,3805,13237,43947150,22830000,66777150,43858800,22830000,66688800,22830000
IX,ZAMBOANGA DEL SUR,LABANGAN,0.9933063905,0.9743332107,4150,3768,7918,4097,3768,7865,15147500,18840000,33987500,14275150,18840000,33115150,18840000
IX,ZAMBOANGA DEL NORTE,LABASON,0.9893364929,0.9694951673,5048,4236,9284,4949,4236,9185,18425200,21180000,39605200,17217050,21180000,38397050,21180000
V,CAMARINES NORTE,LABO,0.9915603988,0.9934402692,4856,16709,21565,4674,16709,21383,17724400,83545000,101269400,17060100,83545000,100605100,83545000
I,PANGASINAN,LABRADOR,0.9997697444,0.9998153787,1043,3300,4343,1042,3300,4342,4328450,18150000,22478450,4324300,18150000,22474300,18150000
CAR,ABRA,LACUB,0.9515477793,0.9460593347,308,435,743,308,399,707,1278200,2392500,3670700,1278200,2194500,3472700,2392500
CAR,ABRA,LAGANGILANG,0.9978540773,0.9977092878,840,2422,3262,840,2415,3255,3486000,13321000,16807000,3486000,13282500,16768500,13282500
CAR,IFUGAO,LAGAWE (Capital),1,1,552,2971,3523,552,2971,3523,2290800,16340500,18631300,2290800,16340500,18631300,16340500
CAR,ABRA,LAGAYAN,1,1,251,736,987,251,736,987,1041650,4048000,5089650,1041650,4048000,5089650,4048000
X,MISAMIS ORIENTAL,LAGONGLONG,0.9990612532,0.9992079815,1542,2719,4261,1538,2719,4257,7170300,16314000,23484300,7151700,16314000,23465700,16314000
V,CAMARINES SUR,LAGONOY,0.9994937222,0.9995930581,3358,6518,9876,3353,6518,9871,12256700,32590000,44846700,12238450,32590000,44828450,32590000
X,MISAMIS ORIENTAL,LAGUINDINGAN,0.9991668402,0.9993205479,1060,3741,4801,1056,3741,4797,4929000,22446000,27375000,4910400,22446000,27356400,22446000
XII,SOUTH COTABATO,LAKE SEBU,0.9914174252,0.9929557366,7874,11351,19225,7709,11351,19060,28740100,56755000,85495100,28137850,56755000,84892850,56755000
IX,ZAMBOANGA DEL SUR,LAKEWOOD,0.9927797834,0.9611272776,2539,1339,3878,2511,1339,3850,9267350,6695000,15962350,8646850,6695000,15341850,6695000
II,CAGAYAN,LAL-LO,0.9973651048,0.9971569744,962,7767,8729,939,7767,8706,3992300,42718500,46710800,3859500,42718500,46578000,42718500
X,LANAO DEL NORTE,LALA,0.9982836126,0.9985245255,5354,6881,12235,5333,6881,12214,24896100,41286000,66182100,24798450,41286000,66084450,41286000
XII,SULTAN KUDARAT,LAMBAYONG (MARIANO MARCOS),0.9937637795,0.9950690786,4513,11362,15875,4414,11362,15776,16472450,56810000,73282450,16111100,56810000,72921100,56810000
VI,ILOILO,LAMBUNAO,0.9987921084,0.9983641603,3834,11068,14902,3832,11052,14884,17860650,66408000,84268650,17818800,66312000,84130800,66408000
CAR,IFUGAO,LAMUT,0.9185156848,0.9141674924,1079,4149,5228,1079,3723,4802,4477850,22819500,27297350,4477850,20476500,24954350,20476500
CAR,ABRA,LANGIDEN,1,1,200,500,700,200,500,700,830000,2750000,3580000,830000,2750000,3580000,2750000
BARMM,TAWI-TAWI,LANGUYAN,0.9492537313,0.9508010711,2257,2098,4355,2121,2013,4134,8238050,10490000,18728050,7741650,10065000,17806650,10490000
X,BUKIDNON,LANTAPAN,0.997402815,0.9977899155,4735,7201,11936,4704,7201,11905,22017750,43206000,65223750,21873600,43206000,65079600,43206000
BARMM,BASILAN,LANTAWAN,0.6406101049,0.6719022896,1557,541,2098,803,541,1344,5683050,2705000,8388050,2930950,2705000,5635950,2705000
CARAGA,SURIGAO DEL SUR,LANUZA,0.9946356728,1.329564297,1115,1122,2237,1103,1122,2225,4069750,5610000,9679750,7259850,5610000,12869850,5610000
I,PANGASINAN,LAOAC,1,1,1462,4500,5962,1462,4500,5962,6067300,24750000,30817300,6067300,24750000,30817300,24750000
VIII,NORTHERN SAMAR,LAOANG,0.9984212481,0.9984155727,5192,5576,10768,5184,5567,10751,18950800,27880000,46830800,18921600,27835000,46756600,27880000
VIII,NORTHERN SAMAR,LAPINIG,0.999562746,0.9996516461,709,1578,2287,708,1578,2286,2587850,7890000,10477850,2584200,7890000,10474200,7890000
IX,ZAMBOANGA DEL SUR,LAPUYAN,0.9885990338,0.9606579288,3704,1471,5175,3645,1471,5116,13519600,7355000,20874600,12698350,7355000,20053350,7355000
VII,SIQUIJOR,LARENA,0.8372947277,0.8354716033,234,4394,4628,233,3642,3875,1088100,26364000,27452100,1083450,21852000,22935450,22428000
VIII,NORTHERN SAMAR,LAS NAVAS,0.9947776783,0.9947314686,2875,3827,6702,2861,3806,6667,10493750,19135000,29628750,10442650,19030000,29472650,19135000
CARAGA,AGUSAN DEL NORTE,LAS NIEVES,0.9979934331,0.9959017367,3151,2331,5482,3140,2331,5471,11501150,11655000,23156150,11406250,11655000,23061250,11655000
II,CAGAYAN,LASAM,0.9969756739,0.9952661167,1112,6493,7605,1089,6493,7582,4614800,35711500,40326300,4423900,35711500,40135400,35711500
VI,ANTIQUE,LAUA-AN,0.9984478936,0.999262436,1354,3156,4510,1347,3156,4503,6282150,18936000,25218150,6263550,18936000,25199550,18936000
III,NUEVA ECIJA,LAUR,0.9978683386,0.9980164106,2175,5800,7975,2165,5793,7958,11201250,37700000,48901250,11149750,37654500,48804250,37654500
IV-A,BATANGAS,LAUREL,0.9998344645,0.9998579387,2233,3808,6041,2232,3808,6040,11499950,24752000,36251950,11494800,24752000,36246800,24752000
VIII,NORTHERN SAMAR,LAVEZARES,0.9996029383,0.9996687968,2329,2708,5037,2327,2708,5035,8500850,13540000,22040850,8493550,13540000,22033550,13540000
VIII,EASTERN SAMAR,LAWAAN,0.9960111687,0.9968158701,794,1713,2507,784,1713,2497,2898100,8565000,11463100,2861600,8565000,11426600,8565000
VII,SIQUIJOR,LAZI,0.7811545732,0.7714631978,1318,5559,6877,1313,4059,5372,6128700,33354000,39482700,6105450,24354000,30459450,33354000
XII,SULTAN KUDARAT,LEBAK,0.99690419,0.9974662698,7498,11237,18735,7440,11237,18677,27367700,56185000,83552700,27156000,56185000,83341000,56185000
VI,ILOILO,LEGANES,0.9995440036,0.9992709999,901,5678,6579,898,5678,6576,4203600,34068000,38271600,4175700,34068000,38243700,34068000
IV-A,BATANGAS,LEMERY,1,1,3540,10727,14267,3540,10727,14267,18231000,69725500,87956500,18231000,69725500,87956500,69725500
VI,ILOILO,LEMERY,0.9996798976,0.9989440113,1695,4553,6248,1693,4553,6246,7909650,27318000,35227650,7872450,27318000,35190450,27318000
VI,ILOILO,LEON,0.8790306627,0.8769368241,2038,8072,10110,1987,6900,8887,9313950,48432000,57745950,9239550,41400000,50639550,48432000
VIII,LEYTE,LEYTE,0.9927444432,0.9941240579,3171,5512,8683,3108,5512,8620,11574150,27560000,39134150,11344200,27560000,38904200,27560000
VI,AKLAN,LEZO,1,0.9990049858,603,1867,2470,603,1867,2470,2817900,11202000,14019900,2803950,11202000,14005950,11202000
IV-A,BATANGAS,LIAN,1,1,2972,5094,8066,2972,5094,8066,15305800,33111000,48416800,15305800,33111000,48416800,33111000
CARAGA,SURIGAO DEL SUR,LIANGA,0.9976559683,0.7638069269,2340,3206,5546,2327,3206,5533,8541000,16030000,24571000,2737500,16030000,18767500,16030000
VI,AKLAN,LIBACAO,0.9984746132,0.998833651,2673,1916,4589,2666,1916,4582,12424800,11496000,23920800,12396900,11496000,23892900,11496000
VIII,SOUTHERN LEYTE,LIBAGON,0.9989514156,0.9991683723,843,2018,2861,840,2018,2858,3076950,10090000,13166950,3066000,10090000,13156000,10090000
X,MISAMIS ORIENTAL,LIBERTAD,0.9995883079,0.9996535655,853,1576,2429,852,1576,2428,3966450,9456000,13422450,3961800,9456000,13417800,9456000
VI,ANTIQUE,LIBERTAD,0.9992970123,0.9994167615,833,2012,2845,831,2012,2843,3873450,12072000,15945450,3864150,12072000,15936150,12072000
CARAGA,DINAGAT ISLANDS,LIBJO (ALBOR),0.9983075435,0.9714701348,1672,2464,4136,1665,2464,4129,6102800,12320000,18422800,5577200,12320000,17897200,12320000
V,CAMARINES SUR,LIBMANAN,0.9864474905,0.9890064585,7193,12213,19406,6930,12213,19143,26254450,61065000,87319450,25294500,61065000,86359500,61065000
V,ALBAY,LIBON,0.9903791334,0.9921793597,5299,8733,14032,5164,8733,13897,19341350,43665000,63006350,18848600,43665000,62513600,43665000
X,BUKIDNON,LIBONA,0.9963257082,0.9969936808,1980,6457,8437,1949,6457,8406,9207000,38742000,47949000,9062850,38742000,47804850,38742000
XII,COTABATO (NORTH COTABATO),LIBUNGAN,0.994883676,0.9960121994,2433,7926,10359,2380,7926,10306,8880450,39630000,48510450,8687000,39630000,48317000,39630000
III,NUEVA ECIJA,LICAB,0.993824228,0.9937474012,1813,4502,6315,1804,4472,6276,9336950,29263000,38599950,9290600,29068000,38358600,29068000
CAR,ABRA,LICUAN-BAAY (LICUAN),0.9853943525,0.9845681899,224,803,1027,224,788,1012,929600,4416500,5346100,929600,4334000,5263600,4416500
I,ILOCOS SUR,LIDLIDDA,1,1,321,550,871,321,550,871,1332150,3025000,4357150,1332150,3025000,4357150,3025000
VII,BOHOL,LILA,0.9819462792,0.9812457832,377,1894,2271,377,1853,2230,1753050,11364000,13117050,1753050,11118000,12871050,11364000
IV-A,LAGUNA,LILIW,1,1,549,5356,5905,549,5356,5905,2827350,34814000,37641350,2827350,34814000,37641350,34814000
VIII,SOUTHERN LEYTE,LILOAN,0.9422694094,0.9380841787,1148,3373,4521,1147,3113,4260,4190200,16865000,21055200,4186550,15565000,19751550,16865000
VII,CEBU,LILOAN,1,1,1704,17585,19289,1704,17585,19289,7923600,105510000,113433600,7923600,105510000,113433600,105510000
IX,ZAMBOANGA DEL NORTE,LILOY,0.9959627677,0.9831579487,4130,4787,8917,4094,4787,8881,15074500,23935000,39009500,14417500,23935000,38352500,23935000
VIII,SOUTHERN LEYTE,LIMASAWA,1,1,394,749,1143,394,749,1143,1438100,3745000,5183100,1438100,3745000,5183100,3745000
III,BATAAN,LIMAY,0.9936585366,0.9937602762,1439,8811,10250,1425,8760,10185,7410850,57271500,64682350,7338750,56940000,64278750,56940000
X,LANAO DEL NORTE,LINAMON,0.996172772,0.9967546306,1399,2259,3658,1385,2259,3644,6505350,13554000,20059350,6440250,13554000,19994250,13554000
IV-B,PALAWAN,LINAPACAN,0.9942133816,0.9949743771,1633,1132,2765,1617,1132,2749,5960450,5660000,11620450,5902050,5660000,11562050,5660000
I,PANGASINAN,LINGAYEN (Capital),0.9998984256,0.9999185983,4690,15000,19690,4688,15000,19688,19463500,82500000,101963500,19455200,82500000,101955200,82500000
CARAGA,SURIGAO DEL SUR,LINGIG,0.9939821183,0.6401525692,3839,1977,5816,3804,1977,5781,14012350,9885000,23897350,5412950,9885000,15297950,9885000
III,NUEVA ECIJA,LLANERA,0.9951554754,0.9949528147,1716,7160,8876,1716,7117,8833,8837400,46540000,55377400,8837400,46260500,55097900,46260500
VIII,EASTERN SAMAR,LLORENTE,0.9297845374,0.922523872,1408,2537,3945,1405,2263,3668,5139200,12685000,17824200,5128250,11315000,16443250,12685000
VII,BOHOL,LOAY,0.9977433914,0.9981946906,431,2671,3102,424,2671,3095,2004150,16026000,18030150,1971600,16026000,17997600,16026000
IV-A,BATANGAS,LOBO,1,1,2156,4199,6355,2156,4199,6355,11103400,27293500,38396900,11103400,27293500,38396900,27293500
VII,BOHOL,LOBOC,0.9983198925,0.9986608609,366,2610,2976,361,2610,2971,1701900,15660000,17361900,1678650,15660000,17338650,15660000
IV-B,OCCIDENTAL MINDORO,LOOC,0.9994984955,0.9996106521,441,1553,1994,440,1553,1993,1609650,7765000,9374650,1606000,7765000,9371000,7765000
IV-B,ROMBLON,LOOC,1,1,1314,4245,5559,1314,4245,5559,4796100,21225000,26021100,4796100,21225000,26021100,21225000
VII,BOHOL,LOON,0.9983731698,0.9986889278,1362,6629,7991,1349,6629,7978,6333300,39774000,46107300,6272850,39774000,46046850,39774000
VIII,NORTHERN SAMAR,LOPE DE VEGA,0.9930097087,0.9924014828,895,1680,2575,894,1663,2557,3266750,8400000,11666750,3263100,8315000,11578100,8400000
IV-A,QUEZON,LOPEZ,0.914664217,0.9100936109,5096,15587,20683,5093,13825,18918,26244400,101315500,127559900,26228950,89862500,116091450,101315500
X,MISAMIS OCCIDENTAL,LOPEZ JAENA,0.9971516214,0.9975861615,1734,2830,4564,1721,2830,4551,8063100,16980000,25043100,8002650,16980000,24982650,16980000
CARAGA,DINAGAT ISLANDS,LORETO,1,1.976932365,819,1398,2217,819,1398,2217,2989350,6990000,9979350,12738500,6990000,19728500,6990000
CARAGA,AGUSAN DEL SUR,LORETO,0.9882198953,0.9890983458,4341,4063,8404,4242,4063,8305,15844650,20315000,36159650,15450450,20315000,35765450,20315000
IV-A,LAGUNA,LOS BAÑOS,1,1,1571,16547,18118,1571,16547,18118,8090650,107555500,115646150,8090650,107555500,115646150,107555500
CAR,ABRA,LUBA,0.9424874191,0.9389884563,325,1066,1391,325,986,1311,1348750,5863000,7211750,1348750,5423000,6771750,5863000
IV-B,OCCIDENTAL MINDORO,LUBANG,1,1,708,2983,3691,708,2983,3691,2584200,14915000,17499200,2584200,14915000,17499200,14915000
III,PAMPANGA,LUBAO,0.9922723178,0.9926871028,3675,17418,21093,3606,17324,20930,18926250,113217000,132143250,18570900,112606000,131176900,112606000
CAR,KALINGA,LUBUAGAN,0.863252673,0.8508054163,604,1173,1777,604,930,1534,2506600,6451500,8958100,2506600,5115000,7621600,5115000
IV-A,QUEZON,LUCBAN,0.9503027017,0.9496794263,660,10407,11067,660,9857,10517,3399000,67645500,71044500,3399000,64070500,67469500,67645500
X,MISAMIS ORIENTAL,LUGAIT,0.9992281966,0.9880828543,1040,2847,3887,1037,2847,3884,4836000,17082000,21918000,4822050,16834750,21656800,17082000
BARMM,SULU,LUGUS,0.8755268334,0.8985522704,1375,2184,3559,932,2184,3116,5018750,10920000,15938750,3401800,10920000,14321800,10920000
IV-A,LAGUNA,LUISIANA,1,1,332,2850,3182,332,2850,3182,1709800,18525000,20234800,1709800,18525000,20234800,18525000
BARMM,LANAO DEL SUR,LUMBA-BAYABAO (MAGUING),0.991635299,0.9902191512,3689,1093,4782,3678,1064,4742,13464850,5465000,18929850,13424700,5320000,18744700,5465000
BARMM,LANAO DEL SUR,LUMBACA-UNAYAN,0.9221311475,0.9253829704,861,115,976,785,115,900,3142650,575000,3717650,2865250,575000,3440250,575000
IV-A,LAGUNA,LUMBAN,1,1,859,4103,4962,859,4103,4962,4423850,26669500,31093350,4423850,26669500,31093350,26669500
BARMM,LANAO DEL SUR,LUMBATAN,0.8625954198,0.8784695517,1610,879,2489,1268,879,2147,5876500,4395000,10271500,4628200,4395000,9023200,4395000
BARMM,LANAO DEL SUR,LUMBAYANAGUE,1,1,1448,694,2142,1448,694,2142,5285200,3470000,8755200,5285200,3470000,8755200,3470000
I,LA UNION,LUNA,1,1,1337,7000,8337,1337,7000,8337,5548550,38500000,44048550,5548550,38500000,44048550,38500000
II,ISABELA,LUNA,0.9997704316,0.9975080848,476,3880,4356,475,3880,4355,1975400,21340000,23315400,1917300,21340000,23257300,21340000
CAR,APAYAO,LUNA (Capital),0.9783734389,0.9764200789,1108,2175,3283,1108,2104,3212,4598200,11962500,16560700,4598200,11572000,16170200,11572000
III,NUEVA ECIJA,LUPAO,0.9972367209,0.9975311721,2490,7281,9771,2470,7274,9744,12823500,47326500,60150000,12720500,47281000,60001500,47281000
V,CAMARINES SUR,LUPI,0.9933380084,0.9945309728,2340,3364,5704,2302,3364,5666,8541000,16820000,25361000,8402300,16820000,25222300,16820000
XI,DAVAO ORIENTAL,LUPON,0.9995230145,0.9996020258,3977,8602,12579,3971,8602,12573,18493050,51612000,70105050,18465150,51612000,70077150,51612000
XII,SULTAN KUDARAT,LUTAYAN,0.993795869,0.9949669819,4902,8315,13217,4820,8315,13135,17892300,41575000,59467300,17593000,41575000,59168000,41575000
BARMM,SULU,LUUK,0.8942949819,0.9127639977,2241,3000,5241,1687,3000,4687,8179650,15000000,23179650,6157550,15000000,21157550,15000000
XII,COTABATO (NORTH COTABATO),M'LANG,0.9986050914,0.99892802,3724,16349,20073,3696,16349,20045,13592600,81745000,95337600,13490400,81745000,95235400,81745000
VI,CAPIZ,MA-AYON,1.000111359,0.9984277058,2731,6249,8980,2732,6249,8981,12782850,37494000,50276850,12703800,37494000,50197800,37494000
XII,SARANGANI,MAASIM,0.9709302326,0.9772947548,2582,8082,10664,2272,8082,10354,9424300,40410000,49834300,8292800,40410000,48702800,40410000
VI,ILOILO,MAASIN,1,0.9997834439,1418,6057,7475,1418,6057,7475,6603000,36342000,42945000,6593700,36342000,42935700,36342000
III,PAMPANGA,MABALACAT CITY,0.9945605932,0.9946013576,2323,30585,32908,2304,30425,32729,11963450,198802500,210765950,11865600,197762500,209628100,197762500
VII,NEGROS ORIENTAL,MABINAY,0.9934802522,0.9945098292,6571,11988,18559,6450,11988,18438,30555150,71928000,102483150,29992500,71928000,101920500,71928000
IV-A,BATANGAS,MABINI,1,1,931,6150,7081,931,6150,7081,4794650,39975000,44769650,4794650,39975000,44769650,39975000
VII,BOHOL,MABINI,0.9939710611,0.9949113313,1809,3167,4976,1779,3167,4946,8411850,19002000,27413850,8272350,19002000,27274350,19002000
I,PANGASINAN,MABINI,0.9995691512,0.9996439953,1642,3000,4642,1640,3000,4640,6814300,16500000,23314300,6806000,16500000,23306000,16500000
XI,DAVAO DE ORO (COMPOSTELA VALLEY),MABINI (DOÑA ALICIA),0.9998694176,0.9998852829,4010,3648,7658,4009,3648,7657,18646500,21888000,40534500,18641850,21888000,40529850,21888000
IV-A,LAGUNA,MABITAC,1,1,855,2475,3330,855,2475,3330,4403250,16087500,20490750,4403250,16087500,20490750,16087500
IX,ZAMBOANGA SIBUGAY,MABUHAY,0.8699264941,0.8470033576,2462,3796,6258,2376,3068,5444,8986300,18980000,27966300,8347550,15340000,23687550,18980000
III,PAMPANGA,MACABEBE,0.9936696141,0.9937288685,2577,7375,9952,2558,7331,9889,13271550,47937500,61209050,13173700,47651500,60825200,47651500
IV-A,QUEZON,MACALELON,0.9817554241,0.9804792922,1915,4169,6084,1915,4058,5973,9862250,27098500,36960750,9862250,26377000,36239250,27098500
VIII,LEYTE,MACARTHUR,0.9991179713,0.9992964279,1425,3110,4535,1421,3110,4531,5201250,15550000,20751250,5186650,15550000,20736650,15550000
XI,DAVAO DE ORO (COMPOSTELA VALLEY),MACO,0.9956909632,0.9962665617,7727,8750,16477,7656,8750,16406,35930550,52500000,88430550,35600400,52500000,88100400,52500000
II,ISABELA,MACONACON,0.6577335375,0.6444437924,272,1034,1306,246,613,859,1128800,5687000,6815800,1020900,3371500,4392400,5687000
VIII,SOUTHERN LEYTE,MACROHON,0.9937373737,0.9935764493,1082,3868,4950,1078,3841,4919,3949300,19340000,23289300,3934700,19205000,23139700,19340000
VI,AKLAN,MADALAG,0.9983333333,0.99440146,1692,1308,3000,1687,1308,2995,7932900,7848000,15780900,7844550,7848000,15692550,7848000
BARMM,LANAO DEL SUR,MADALUM,0.968232511,0.9732342065,1464,1495,2959,1370,1495,2865,5343600,7475000,12818600,5000500,7475000,12475500,7475000
BARMM,LANAO DEL SUR,MADAMBA,0.9631417288,0.9687292829,1178,1101,2279,1094,1101,2195,4299700,5505000,9804700,3993100,5505000,9498100,5505000
II,QUIRINO,MADDELA,0.9996016465,0.9947248129,962,6569,7531,959,6569,7528,3992300,36129500,40121800,3780650,36129500,39910150,36129500
CARAGA,SURIGAO DEL SUR,MADRID,0.9975920193,2.384715317,1045,1862,2907,1038,1862,2900,3814250,9310000,13124250,21987600,9310000,31297600,9310000
VII,CEBU,MADRIDEJOS,0.9960255746,0.9964455213,3432,2355,5787,3409,2355,5764,15958800,14130000,30088800,15851850,14130000,29981850,14130000
III,PAMPANGA,MAGALANG,0.9977759806,0.9980871101,1972,12866,14838,1946,12859,14805,10155800,83629000,93784800,10021900,83583500,93605400,83583500
IV-A,CAVITE,MAGALLANES,1,1,1093,2275,3368,1093,2275,3368,5628950,14787500,20416450,5628950,14787500,20416450,14787500
V,SORSOGON,MAGALLANES,0.9957884885,0.9965525293,3426,5122,8548,3390,5122,8512,12504900,25610000,38114900,12373500,25610000,37983500,25610000
CARAGA,AGUSAN DEL NORTE,MAGALLANES,0.9995054402,0.9992248432,1026,3018,4044,1024,3018,4042,3744900,15090000,18834900,3730300,15090000,18820300,15090000
V,CAMARINES SUR,MAGARAO,0.9980481457,0.9984517607,1361,3250,4611,1352,3250,4602,4967650,16250000,21217650,4934800,16250000,21184800,16250000
IV-A,LAGUNA,MAGDALENA,1,1,881,3210,4091,881,3210,4091,4537150,20865000,25402150,4537150,20865000,25402150,20865000
