region,prov,municity,percent_cnt,percent_amt,target_cnt_4p,target_cnt_n4p,total_cnt_target,actual_cnt_4p,actual_cnt_n4p,total_cnt_actual,target_amt_4p,target_amt_n4p,total_amt_target,actual_amt_4p,actual_amt_n4p,total_amt_actual,actual_amt_lgu_n4p
IV-B,ROMBLON,MAGDIWANG,0.9272366931,0.9208134097,1099,2433,3532,1096,2179,3275,4011350,12165000,16176350,4000400,10895000,14895400,12165000
XII,COTABATO (NORTH COTABATO),MAGPET,0.9894174939,0.9913084342,4397,6281,10678,4284,6281,10565,16049050,31405000,47454050,15636600,31405000,47041600,31405000
IV-B,OCCIDENTAL MINDORO,MAGSAYSAY,0.9988711726,0.9990695392,3002,4085,7087,2994,4085,7079,10957300,20425000,31382300,10928100,20425000,31353100,20425000
X,LANAO DEL NORTE,MAGSAYSAY,0.983045893,0.9859365345,999,2422,3421,941,2422,3363,4645350,14532000,19177350,4375650,14532000,18907650,14532000
XI,DAVAO DEL SUR,MAGSAYSAY,0.9977081041,0.9980918474,3352,7556,10908,3327,7556,10883,15586800,45336000,60922800,15470550,45336000,60806550,45336000
IV-B,PALAWAN,MAGSAYSAY,0.9976830399,0.9981107758,837,1321,2158,832,1321,2153,3055050,6605000,9660050,3036800,6605000,9641800,6605000
X,MISAMIS ORIENTAL,MAGSAYSAY (LINUGOS),0.9983842538,0.9986361473,2477,4331,6808,2466,4331,6797,11518050,25986000,37504050,11466900,25986000,37452900,25986000
I,ILOCOS SUR,MAGSINGAL,1,1,1518,4300,5818,1518,4300,5818,6299700,23650000,29949700,6299700,23650000,29949700,23650000
BARMM,LANAO DEL SUR,MAGUING,0.9930445779,0.9936255988,1756,1407,3163,1738,1403,3141,6409400,7035000,13444400,6343700,7015000,13358700,7035000
VIII,LEYTE,MAHAPLAG,0.9162602993,0.9081442467,2055,3892,5947,2045,3404,5449,7500750,19460000,26960750,7464250,17020000,24484250,19460000
II,BATANES,MAHATAO,0.5469728601,0.5469728601,0,479,479,0,262,262,0,2634500,2634500,0,1441000,1441000,2634500
IX,ZAMBOANGA DEL SUR,MAHAYAG,0.9968054763,0.9874312108,3853,4912,8765,3825,4912,8737,14063450,24560000,38623450,13578000,24560000,38138000,24560000
X,CAMIGUIN,MAHINOG,0.9982713915,0.9985766432,907,2564,3471,901,2564,3465,4217550,15384000,19601550,4189650,15384000,19573650,15384000
X,LANAO DEL NORTE,MAIGO,1,1,1348,2545,3893,1348,2545,3893,6268200,15270000,21538200,6268200,15270000,21538200,15270000
BARMM,SULU,MAIMBUNG,0.9193912912,0.9297295158,3997,2640,6637,3462,2640,6102,14589050,13200000,27789050,12636300,13200000,25836300,13200000
CARAGA,SURIGAO DEL NORTE,MAINIT,0.9978764069,0.7099102271,2081,2628,4709,2071,2628,4699,7595650,13140000,20735650,1580450,13140000,14720450,13140000
XII,SARANGANI,MAITUM,0.9932894246,0.9946591951,2467,5580,8047,2413,5580,7993,9004550,27900000,36904550,8807450,27900000,36707450,27900000
IV-A,LAGUNA,MAJAYJAY,1,1,1117,3372,4489,1117,3372,4489,5752550,21918000,27670550,5752550,21918000,27670550,21918000
VI,AKLAN,MAKATO,0.9012206148,0.8909352199,1675,2749,4424,1670,2317,3987,7825950,16494000,24319950,7765500,13902000,21667500,16494000
XII,COTABATO (NORTH COTABATO),MAKILALA,0.9896715205,0.9920878879,3088,14630,17718,2905,14630,17535,11271200,73150000,84421200,10603250,73150000,83753250,73150000
BARMM,LANAO DEL SUR,MALABANG,0.9915848527,0.9926483701,3473,2231,5704,3425,2231,5656,12676450,11155000,23831450,12501250,11155000,23656250,11155000
VII,CEBU,MALABUYOC,0.9996825397,0.9997245326,1496,1654,3150,1495,1654,3149,6956400,9924000,16880400,6951750,9924000,16875750,9924000
XI,DAVAO DEL SUR,MALALAG,0.9997455471,0.9997866182,2649,5211,7860,2647,5211,7858,12317850,31266000,43583850,12308550,31266000,43574550,31266000
IX,ZAMBOANGA SIBUGAY,MALANGAS,0.9964374777,0.9797167998,3064,2550,5614,3044,2550,5594,11183600,12750000,23933600,10698150,12750000,23448150,12750000
XII,SARANGANI,MALAPATAN,0.9937138014,0.9947641447,6479,7679,14158,6390,7679,14069,23648350,38395000,62043350,23323500,38395000,61718500,38395000
I,PANGASINAN,MALASIQUI,0.9998784638,0.9999017663,6684,18000,24684,6681,18000,24681,27738600,99000000,126738600,27726150,99000000,126726150,99000000
VI,AKLAN,MALAY,0.9988330027,0.9991491464,1647,6922,8569,1637,6922,8559,7653900,41532000,49185900,7612050,41532000,49144050,41532000
CAR,ABRA,MALIBCONG,0.9655172414,0.9625212947,255,528,783,255,501,756,1058250,2904000,3962250,1058250,2755500,3813750,2904000
V,ALBAY,MALILIPOT,0.9959258219,0.9967317941,2372,4746,7118,2343,4746,7089,8657800,23730000,32387800,8551950,23730000,32281950,23730000
CARAGA,SURIGAO DEL NORTE,MALIMONO,0.9990642545,2.642694237,1156,2050,3206,1153,2050,3203,4219400,10250000,14469400,27988200,10250000,38238200,10250000
V,ALBAY,MALINAO,0.995994345,0.99680791,2639,5849,8488,2605,5849,8454,9632350,29245000,38877350,9508250,29245000,38753250,29245000
VI,AKLAN,MALINAO,0.9395065004,0.9336071135,1370,2399,3769,1365,2176,3541,6389100,14394000,20783100,6347250,13056000,19403250,14394000
XI,DAVAO OCCIDENTAL,MALITA (Capital),0.9968791958,0.99732179,11871,15686,27557,11785,15686,27471,55200150,94116000,149316150,54800250,94116000,148916250,94116000
VIII,SOUTHERN LEYTE,MALITBOG,0.9619903248,0.9595987185,1026,3315,4341,1023,3153,4176,3744900,16575000,20319900,3733950,15765000,19498950,16575000
X,BUKIDNON,MALITBOG,0.9972568052,0.9975914559,2471,2268,4739,2458,2268,4726,11490150,13608000,25098150,11429700,13608000,25037700,13608000
II,ISABELA,MALLIG,0.9992147008,0.9991366911,1014,5353,6367,1009,5353,6362,4208100,29441500,33649600,4179050,29441500,33620550,29441500
XII,SARANGANI,MALUNGON,0.9924084859,0.993565929,9878,9354,19232,9732,9354,19086,36054700,46770000,82824700,35521800,46770000,82291800,46770000
BARMM,BASILAN,MALUSO,0.8118249005,0.8222590629,2954,564,3518,2293,563,2856,10782100,2820000,13602100,8369450,2815000,11184450,2820000
IV-A,BATANGAS,MALVAR,1,1,1412,7204,8616,1412,7204,8616,7271800,46826000,54097800,7271800,46826000,54097800,46826000
BARMM,MAGUINDANAO,MAMASAPANO,0.9797877716,0.9812426127,3128,830,3958,3048,830,3878,11417200,4150000,15567200,11125200,4150000,15275200,4150000
X,CAMIGUIN,MAMBAJAO (Capital),0.9978072465,0.9982106536,2140,7437,9577,2119,7437,9556,9951000,44622000,54573000,9853350,44622000,54475350,44622000
IV-B,OCCIDENTAL MINDORO,MAMBURAO (Capital),0.9994076531,0.9995350461,2188,6253,8441,2183,6253,8436,7986200,31265000,39251200,7967950,31265000,39232950,31265000
VI,CAPIZ,MAMBUSAO,0.999676759,0.997644589,1848,7433,9281,1845,7433,9278,8704800,44598000,53302800,8579250,44598000,53177250,44598000
CAR,ABRA,MANABO,1,1,662,1741,2403,662,1741,2403,2747300,9575500,12322800,2747300,9575500,12322800,9575500
I,PANGASINAN,MANAOAG,0.8462937699,0.8388152618,2494,10700,13194,2494,8672,11166,10350100,58850000,69200100,10350100,47696000,58046100,58850000
VI,NEGROS OCCIDENTAL,MANAPLA,0.9999063407,0.9992383143,2263,8414,10677,2262,8414,10676,10564800,50484000,61048800,10518300,50484000,61002300,50484000
XI,DAVAO ORIENTAL,MANAY,0.9983998031,0.9986202977,3652,4472,8124,3639,4472,8111,16981800,26832000,43813800,16921350,26832000,43753350,26832000
V,MASBATE,MANDAON,0.9841085721,0.9867273784,4022,4599,8621,3885,4599,8484,14680300,22995000,37675300,14180250,22995000,37175250,22995000
I,PANGASINAN,MANGALDAN,0.9999012833,0.999922353,3360,16900,20260,3358,16900,20258,13944000,92950000,106894000,13935700,92950000,106885700,92950000
I,PANGASINAN,MANGATAREM,1,1,4974,9000,13974,4974,9000,13974,20642100,49500000,70142100,20642100,49500000,70142100,49500000
BARMM,MAGUINDANAO,MANGUDADATU,0.9849031835,0.9851438196,2577,470,3047,2536,465,3001,9406050,2350000,11756050,9256400,2325000,11581400,2350000
V,ALBAY,MANITO,0.9813205908,0.9847086161,1846,2758,4604,1760,2758,4518,6737900,13790000,20527900,6424000,13790000,20214000,13790000
VII,NEGROS ORIENTAL,MANJUYOD,0.9991022444,0.999261387,2585,7440,10025,2576,7440,10016,12020250,44640000,56660250,11978400,44640000,56618400,44640000
CAR,BENGUET,MANKAYAN,1,1,660,5060,5720,660,5060,5720,2739000,27830000,30569000,2739000,27830000,30569000,27830000
X,BUKIDNON,MANOLO FORTICH,0.9964200477,0.997080808,4247,15027,19274,4178,15027,19205,19748550,90162000,109910550,19427700,90162000,109589700,90162000
IV-B,ORIENTAL MINDORO,MANSALAY,0.9975768066,0.9980047149,4855,6700,11555,4827,6700,11527,17720750,33500000,51220750,17618550,33500000,51118550,33500000
X,MISAMIS ORIENTAL,MANTICAO,0.999286606,0.999405156,1758,3849,5607,1754,3849,5603,8174700,23094000,31268700,8156100,23094000,31250100,23094000
IX,ZAMBOANGA DEL NORTE,MANUKAN,0.9944355138,0.9725081731,4677,3410,8087,4632,3410,8042,17071050,17050000,34121050,16133000,17050000,33183000,17050000
VIII,NORTHERN SAMAR,MAPANAS,0.9983746445,0.9986651368,1013,1448,2461,1009,1448,2457,3697450,7240000,10937450,3682850,7240000,10922850,7240000
I,PANGASINAN,MAPANDAN,1,1,1231,5800,7031,1231,5800,7031,5108650,31900000,37008650,5108650,31900000,37008650,31900000
BARMM,TAWI-TAWI,MAPUN (CAGAYAN DE TAWI-TAWI),0.9411478599,0.9312170079,2446,1666,4112,2429,1441,3870,8927900,8330000,17257900,8865850,7205000,16070850,8330000
VIII,SAMAR (WESTERN SAMAR),MARABUT,0.9993286338,0.9994381525,1409,1570,2979,1407,1570,2977,5142850,7850000,12992850,5135550,7850000,12985550,7850000
IV-A,CAVITE,MARAGONDON,1,1,1366,4236,5602,1366,4236,5602,7034900,27534000,34568900,7034900,27534000,34568900,27534000
XI,DAVAO DE ORO (COMPOSTELA VALLEY),MARAGUSAN (SAN MARIANO),0.9999104344,0.9999239389,4337,6828,11165,4336,6828,11164,20167050,40968000,61135050,20162400,40968000,61130400,40968000
X,BUKIDNON,MARAMAG,0.9989788625,0.9991712903,3921,15665,19586,3901,15665,19566,18232650,93990000,112222650,18139650,93990000,112129650,93990000
BARMM,LANAO DEL SUR,MARANTAO,0.9793862731,0.9807315325,2529,1740,4269,2459,1722,4181,9230850,8700000,17930850,8975350,8610000,17585350,8700000
I,ILOCOS NORTE,MARCOS,1,1,859,2700,3559,859,2700,3559,3564850,14850000,18414850,3564850,14850000,18414850,14850000
IX,ZAMBOANGA DEL SUR,MARGOSATUBIG,0.9952672606,0.9763898499,3590,3594,7184,3556,3594,7150,13103500,17970000,31073500,12369850,17970000,30339850,17970000
VII,SIQUIJOR,MARIA,0.7519480519,0.7431775764,709,3911,4620,707,2767,3474,3296850,23466000,26762850,3287550,16602000,19889550,23466000
III,AURORA,MARIA AURORA,0.9945147679,0.9944404982,1689,7791,9480,1683,7745,9428,8698350,50641500,59339850,8667450,50342500,59009950,50342500
VII,BOHOL,MARIBOJOC,0.9154086413,0.9127622166,518,3324,3842,518,2999,3517,2408700,19944000,22352700,2408700,17994000,20402700,19944000
CARAGA,SURIGAO DEL SUR,MARIHATAG,0.9988584475,1.40121452,1414,2090,3504,1410,2090,3500,5161100,10450000,15611100,11424500,10450000,21874500,10450000
III,BULACAN,MARILAO,0.9978030375,0.99818223,2563,28844,31407,2501,28837,31338,13199450,187486000,200685450,12880150,187440500,200320650,187440500
VIII,BILIRAN,MARIPIPI,0.8979206049,0.8929550058,282,1305,1587,281,1144,1425,1029300,6525000,7554300,1025650,5720000,6745650,6525000
III,BATAAN,MARIVELES,0.8421600792,0.8394052169,1667,17536,19203,1654,14518,16172,8585050,113984000,122569050,8518100,94367000,102885100,113373000
BARMM,LANAO DEL SUR,MAROGONG,0.9653193613,0.9653193613,4008,0,4008,3869,0,3869,14629200,0,14629200,14121850,0,14121850,0
III,PAMPANGA,MASANTOL,0.991588785,0.9919337298,2177,5313,7490,2147,5280,7427,11211550,34534500,45746050,11057050,34320000,45377050,34320000
III,ZAMBALES,MASINLOC,0.9949945253,0.9949223914,1422,4971,6393,1417,4944,6361,7323300,32311500,39634800,7297550,32136000,39433550,32136000
BARMM,LANAO DEL SUR,MASIU,0.9735186156,0.9763176507,2553,1261,3814,2453,1260,3713,9318450,6305000,15623450,8953450,6300000,15253450,6305000
VIII,EASTERN SAMAR,MASLOG,0.8933962264,0.8773365754,514,546,1060,514,433,947,1876100,2730000,4606100,1876100,2165000,4041100,2730000
IV-A,BATANGAS,MATAASNAKAHOY,0.9995529727,0.9996296563,940,3534,4474,938,3534,4472,4841000,22971000,27812000,4830700,22971000,27801700,22971000
VIII,LEYTE,MATAG-OB,0.9425727412,0.938260126,1127,2791,3918,1120,2573,3693,4113550,13955000,18068550,4088000,12865000,16953000,13955000
XII,COTABATO (NORTH COTABATO),MATALAM,0.9958687441,0.9967225312,5010,11934,16944,4940,11934,16874,18286500,59670000,77956500,18031000,59670000,77701000,59670000
VIII,LEYTE,MATALOM,0.9991503823,0.9993252424,2114,4948,7062,2108,4948,7056,7716100,24740000,32456100,7694200,24740000,32434200,24740000
XI,DAVAO DEL SUR,MATANAO,0.9993889665,0.9994945848,3210,8246,11456,3203,8246,11449,14926500,49476000,64402500,14893950,49476000,64369950,49476000
BARMM,MAGUINDANAO,MATANOG,0.9763580073,0.9774486789,2778,775,3553,2701,768,3469,10139700,3875000,14014700,9858650,3840000,13698650,3875000
V,SORSOGON,MATNOG,0.991616892,0.9932049488,3513,6030,9543,3433,6030,9463,12822450,30150000,42972450,12530450,30150000,42680450,30150000
VIII,SAMAR (WESTERN SAMAR),MATUGUINAO,1,1,835,443,1278,835,443,1278,3047750,2215000,5262750,3047750,2215000,5262750,2215000
X,LANAO DEL NORTE,MATUNGAO,0.9936558287,0.9942436024,1635,887,2522,1619,887,2506,7602750,5322000,12924750,7528350,5322000,12850350,5322000
IV-A,QUEZON,MAUBAN,0.9669547534,0.9653414178,3086,10683,13769,3086,10228,13314,15892900,69439500,85332400,15892900,66482000,82374900,69439500
XI,DAVAO DE ORO (COMPOSTELA VALLEY),MAWAB,0.999560697,0.9996213802,3059,3770,6829,3056,3770,6826,14224350,22620000,36844350,14210400,22620000,36830400,22620000
III,TARLAC,MAYANTOC,0.9946496376,0.994440933,1587,4207,5794,1584,4179,5763,8173050,27345500,35518550,8157600,27163500,35321100,27163500
VIII,EASTERN SAMAR,MAYDOLONG,0.9972347045,0.9976193763,789,2104,2893,783,2102,2885,2879850,10520000,13399850,2857950,10510000,13367950,10520000
VIII,LEYTE,MAYORGA,0.9918077553,0.9915694003,1451,2211,3662,1442,2190,3632,5296150,11055000,16351150,5263300,10950000,16213300,11055000
CAR,IFUGAO,MAYOYAO,0.8235090153,0.8155335328,508,2376,2884,508,1867,2375,2108200,13068000,15176200,2108200,10268500,12376700,13068000
VII,CEBU,MEDELLIN,0.9988627317,0.9989899286,4979,3814,8793,4969,3814,8783,23152350,22884000,46036350,23105850,22884000,45989850,22884000
X,MISAMIS ORIENTAL,MEDINA,0.9992277992,0.9993568945,1998,4477,6475,1993,4477,6470,9290700,26862000,36152700,9267450,26862000,36129450,26862000
IV-A,CAVITE,MENDEZ (MENDEZ-NUÑEZ),1,1,386,4286,4672,386,4286,4672,1987900,27859000,29846900,1987900,27859000,29846900,27859000
V,CAMARINES NORTE,MERCEDES,0.9800698016,0.9839042853,3875,7013,10888,3658,7013,10671,14143750,35065000,49208750,13351700,35065000,48416700,35065000
VIII,EASTERN SAMAR,MERCEDES,0.9991589571,0.9993303858,366,823,1189,365,823,1188,1335900,4115000,5450900,1332250,4115000,5447250,4115000
VIII,LEYTE,MERIDA,0.9923088997,0.9920187473,1359,5012,6371,1355,4967,6322,4960350,25060000,30020350,4945750,24835000,29780750,25060000
III,PAMPANGA,MEXICO,0.9950743769,0.9949917709,3010,17292,20302,3003,17199,20202,15501500,112398000,127899500,15465450,111793500,127258950,111793500
VI,ILOILO,MIAGAO,0.9982470236,0.9974062059,1953,11738,13691,1951,11716,13667,9146550,70428000,79574550,9072150,70296000,79368150,70428000
IX,ZAMBOANGA DEL SUR,MIDSALIP,0.992011982,0.9711667933,3689,2320,6009,3641,2320,5961,13464850,11600000,25064850,12742150,11600000,24342150,11600000
XII,COTABATO (NORTH COTABATO),MIDSAYAP,0.9957156163,0.9966360716,8381,23829,32210,8243,23829,32072,30590650,119145000,149735650,30086950,119145000,149231950,119145000
V,MASBATE,MILAGROS,0.9856007944,0.9880289635,5457,6627,12084,5283,6627,11910,19918050,33135000,53053050,19282950,33135000,52417950,33135000
V,CAMARINES SUR,MILAOR,0.9985580389,0.9988536432,1680,3868,5548,1672,3868,5540,6132000,19340000,25472000,6102800,19340000,25442800,19340000
VI,ILOILO,MINA,0.9997902245,0.9998311105,792,3975,4767,791,3975,4766,3682800,23850000,27532800,3678150,23850000,27528150,23850000
V,CAMARINES SUR,MINALABAC,0.9958141033,0.9966800034,2747,6570,9317,2708,6570,9278,10026550,32850000,42876550,9884200,32850000,42734200,32850000
III,PAMPANGA,MINALIN,0.9940998246,0.9948843348,1234,5037,6271,1204,5030,6234,6355100,32740500,39095600,6200600,32695000,38895600,32695000
VII,CEBU,MINGLANILLA,0.9997664534,0.9998159077,1599,19810,21409,1594,19810,21404,7435350,118860000,126295350,7412100,118860000,126272100,118860000
VII,CEBU,MOALBOAL,0.9982401251,0.998550446,1343,3771,5114,1334,3771,5105,6244950,22626000,28870950,6203100,22626000,28829100,22626000
V,MASBATE,MOBO,0.9910142787,0.9926042196,3402,4722,8124,3329,4722,8051,12417300,23610000,36027300,12150850,23610000,35760850,23610000
IV-B,MARINDUQUE,MOGPOG,0.6556185926,0.6430663856,1317,8730,10047,1314,5273,6587,4807050,43650000,48457050,4796100,26365000,31161100,43650000
VI,NEGROS OCCIDENTAL,MOISES PADILLA (MAGALLON),0.995047053,0.9966742212,2724,5352,8076,2684,5352,8036,12629400,32112000,44741400,12480600,32112000,44592600,32112000
IX,ZAMBOANGA DEL SUR,MOLAVE,0.9969309463,0.9874033197,3579,6196,9775,3549,6196,9745,13063350,30980000,44043350,12508550,30980000,43488550,30980000
III,TARLAC,MONCADA,0.995182116,0.9950195055,2033,8345,10378,2031,8297,10328,10469950,54242500,64712450,10459650,53930500,64390150,53930500
VIII,NORTHERN SAMAR,MONDRAGON,0.9986784141,0.9989189616,2713,4097,6810,2704,4097,6801,9902450,20485000,30387450,9869600,20485000,30354600,20485000
XI,DAVAO DE ORO (COMPOSTELA VALLEY),MONKAYO,0.9988458653,0.9989959319,8408,8921,17329,8388,8921,17309,39097200,53526000,92623200,39004200,53526000,92530200,53526000
V,MASBATE,MONREAL,0.9957371226,0.9965346114,2127,3503,5630,2103,3503,5606,7763550,17515000,25278550,7675950,17515000,25190950,17515000
XI,DAVAO DE ORO (COMPOSTELA VALLEY),MONTEVISTA,0.9994958407,0.9995541781,4358,3576,7934,4354,3576,7930,20264700,21456000,41720700,20246100,21456000,41702100,21456000
IV-A,RIZAL,MORONG,1,1,1496,5522,7018,1496,5522,7018,7704400,35893000,43597400,7704400,35893000,43597400,35893000
III,BATAAN,MORONG,0.9948990907,0.9945752552,1296,3213,4509,1296,3190,4486,6674400,20884500,27558900,6674400,20735000,27409400,20735000
VIII,SAMAR (WESTERN SAMAR),MOTIONG,0.9992461364,0.9993661406,1295,1358,2653,1293,1358,2651,4726750,6790000,11516750,4719450,6790000,11509450,6790000
IV-A,QUEZON,MULANAY,0.9999137634,0.9999261076,4206,7390,11596,4205,7390,11595,21660900,48035000,69695900,21655750,48035000,69690750,48035000
BARMM,LANAO DEL SUR,MULONDO,0.9887310142,0.9906995552,873,1168,2041,850,1168,2018,3186450,5840000,9026450,3102500,5840000,8942500,5840000
X,LANAO DEL NORTE,MUNAI,0.9937605396,0.9947513888,2074,3856,5930,2037,3856,5893,9644100,23136000,32780100,9472050,23136000,32608050,23136000
VI,NEGROS OCCIDENTAL,MURCIA,0.9991776836,0.9992703074,4180,11629,15809,4167,11629,15796,19441650,69774000,89215650,19376550,69774000,89150550,69774000
IX,ZAMBOANGA DEL NORTE,MUTIA,0.9950213371,0.9843310902,1097,1715,2812,1083,1715,2798,4004050,8575000,12579050,3806950,8575000,12381950,8575000
X,MISAMIS ORIENTAL,NAAWAN,0.9990419162,0.9955395104,1351,2824,4175,1347,2824,4171,6282150,16944000,23226150,6263550,16859000,23122550,16944000
VI,AKLAN,NABAS,0.9994916977,0.9983227907,1618,4284,5902,1615,4284,5899,7565550,25704000,33269550,7509750,25704000,33213750,25704000
V,CAMARINES SUR,NABUA,0.9974568331,0.9980097775,3718,11224,14942,3680,11224,14904,13570700,56120000,69690700,13432000,56120000,69552000,56120000
XI,DAVAO DE ORO (COMPOSTELA VALLEY),NABUNTURAN (Capital),0.9996698362,0.9997214074,5488,9656,15144,5483,9656,15139,25519200,57936000,83455200,25495950,57936000,83431950,57936000
IX,ZAMBOANGA SIBUGAY,NAGA,0.9945987654,0.9792778395,3907,2573,6480,3872,2573,6445,14260550,12865000,27125550,13698450,12865000,26563450,12865000
I,ILOCOS SUR,NAGBUKEL,1,1,417,600,1017,417,600,1017,1730550,3300000,5030550,1730550,3300000,5030550,3300000
IV-A,LAGUNA,NAGCARLAN,1,1,1262,8934,10196,1262,8934,10196,6499300,58071000,64570300,6499300,58071000,64570300,58071000
II,QUIRINO,NAGTIPUNAN,0.9977587612,0.9883208732,1834,3074,4908,1823,3074,4897,7611100,16907000,24518100,7324750,16907000,24231750,16907000
II,ISABELA,NAGUILIAN,0.9995327103,0.9991391751,1158,5262,6420,1155,5262,6417,4805700,28941000,33746700,4776650,28941000,33717650,28941000
I,LA UNION,NAGUILIAN,0.9999210485,0.999938563,1566,11100,12666,1565,11100,12665,6498900,61050000,67548900,6494750,61050000,67544750,61050000
IV-A,CAVITE,NAIC,1,1,3960,12661,16621,3960,12661,16621,20394000,82296500,102690500,20394000,82296500,102690500,82296500
III,NUEVA ECIJA,NAMPICUAN,0.6056716418,0.584873856,837,2513,3350,825,1204,2029,4310550,16334500,20645050,4248750,7826000,12074750,16204500
IV-B,PALAWAN,NARRA,0.9925494761,0.9940339219,4217,8668,12885,4121,8668,12789,15392050,43340000,58732050,15041650,43340000,58381650,43340000
I,ILOCOS SUR,NARVACAN,1,1,1489,6800,8289,1489,6800,8289,6179350,37400000,43579350,6179350,37400000,43579350,37400000
CARAGA,AGUSAN DEL NORTE,NASIPIT,0.9995073892,0.9994163004,2282,5838,8120,2278,5838,8116,8329300,29190000,37519300,8307400,29190000,37497400,29190000
IV-A,BATANGAS,NASUGBU,1,1,5779,14769,20548,5779,14769,20548,29761850,95998500,125760350,29761850,95998500,125760350,95998500
I,PANGASINAN,NATIVIDAD,1,1,1000,3600,4600,1000,3600,4600,4150000,19800000,23950000,4150000,19800000,23950000,19800000
